EMPLOYEECODE,applied_day_of_week,applied_month,LVREASON,ADNLINFO,HALFDAY,LEAVECODE,leave_days,ELBALANCE,HPLBALANCE,total_past_leaves,approval_status
HQ03339,6.0,8.0,PERSONAL,NONE,NO,EL,1,220.0,389.0,283,1
HQ03339,6.0,12.0,PERSONAL WORK,NONE,NO,EL,1,217.0,279.0,283,1
HQ03339,2.0,6.0,FATHER'S DEATH ANNIVERSARY,NONE,NO,EL,5,181.0,235.0,283,1
HQ03339,2.0,8.0,NOT WELL,NONE,NO,CMC,2,290.0,423.0,283,1
HQ03339,6.0,12.0,PERSONAL WORK,NONE,NO,EL,1,216.0,279.0,283,1
HQ03339,6.0,1.0,FATHER'S DEATH CEREMONY,NONE,NO,EL,5,176.0,225.0,283,1
HQ03339,6.0,12.0,PERSONAL WORK,NONE,NO,EL,1,215.0,279.0,283,1
HQ03339,6.0,1.0,PERSONAL WOEK,NONE,NO,EL,2,174.0,225.0,283,1
HQ03339,6.0,12.0,PERSOSAL WORK,NONE,NO,EL,3,212.0,279.0,283,1
HQ03339,6.0,1.0,WIFE'S ILLNESS,NONE,NO,EL,3,171.0,225.0,283,1
HQ03339,6.0,11.0,PERSONAL,NONE,NO,EL,1,223.0,351.0,283,1
HQ03339,6.0,12.0,PERSONAL WORK,NONE,NO,EL,1,211.0,279.0,283,1
HQ03339,5.0,1.0,INJURY DUE TO ACCIDENT,NONE,NO,EL,1,220.0,319.0,283,1
HQ03339,5.0,1.0,POOJA AT HOME,NONE,NO,EL,1,219.0,319.0,283,1
HQ03339,5.0,7.0,PERSONAL WORK,NONE,NO,EL,1,272.0,427.0,283,1
HQ03339,4.0,6.0,PERSONAL WORK,NONE,NO,EL,2,198.0,399.0,283,1
HQ03339,5.0,5.0,PERSONAL WORK,NONE,NO,EL,2,202.0,399.0,283,1
HQ03339,3.0,11.0,NOT WELL,NONE,NO,CMC,6,268.0,415.0,283,1
HQ03339,3.0,11.0,PERSONAL WORK,NONE,NO,EL,1,267.0,415.0,283,1
HQ03339,3.0,11.0,PERSONAL WORK,NONE,NO,EL,1,266.0,415.0,283,1
HQ03339,5.0,6.0,PERSONAL,NONE,NO,EL,1,208.0,269.0,283,1
HQ03339,3.0,8.0,PERSONAL WORK,NONE,NO,EL,1,230.0,351.0,283,1
HQ03339,3.0,11.0,PERSONAL WORK,NONE,NO,EL,1,265.0,415.0,283,1
HQ03339,3.0,11.0,PERSONAL WORK,NONE,NO,EL,1,264.0,415.0,283,1
HQ03339,6.0,12.0,PERSONAL WORK,NONE,NO,EL,1,204.0,279.0,283,1
HQ03339,7.0,8.0,PERSONAL,NONE,NO,EL,2,221.0,299.0,283,1
HQ03339,6.0,6.0,PERSONAL,NONE,NO,EL,2,219.0,359.0,283,1
HQ03339,6.0,12.0,PERSONAL WORK,NONE,NO,EL,1,261.0,415.0,283,1
HQ03339,6.0,12.0,PERSONAL,NONE,NO,EL,1,262.0,415.0,283,1
HQ03339,6.0,12.0,PERSONAL WORK,NONE,NO,EL,1,263.0,415.0,283,1
HQ03339,4.0,10.0,NOT WELL,NONE,NO,CMC,14,226.0,389.0,283,1
HQ03339,5.0,3.0,VISIT NATIVE PLACE,NONE,NO,EL,2,218.0,399.0,283,1
HQ03339,6.0,9.0,PERSONAL WORK,NONE,NO,EL,1,214.0,389.0,283,1
HQ03339,6.0,12.0,PERSONAL WORK,NONE,NO,EL,1,210.0,279.0,283,1
HQ03339,6.0,12.0,PERSONAL WORK,NONE,NO,EL,1,207.0,279.0,283,1
HQ03339,6.0,12.0,PERSONAL,NONE,NO,EL,1,205.0,279.0,283,1
HQ03339,4.0,5.0,FAMILY RELATED POOJA,NONE,NO,EL,2,258.0,417.0,283,1
HQ03339,6.0,10.0,LTC TO API,NONE,NO,EL,5,252.0,413.0,283,1
HQ03339,3.0,8.0,PERSONAL,NONE,NO,EL,1,205.0,265.0,283,1
HQ03339,3.0,12.0,UNCEL IS IN BAD HEALTH,NONE,NO,EL,4,216.0,339.0,283,1
HQ03339,6.0,8.0,GRAND DAUGHTERS BRITHDAY,NONE,NO,EL,1,210.0,409.0,283,1
HQ03339,6.0,9.0,NOT WELL,NONE,NO,CMC,2,290.0,427.0,283,1
HQ03339,6.0,12.0,PERSONAL,NONE,NO,EL,2,220.0,369.0,283,1
HQ03339,6.0,9.0,LTC TO IN LIUE OF HT,NONE,NO,EL,4,286.0,423.0,283,1
HQ03339,6.0,12.0,PERSONAL,NONE,NO,EL,1,222.0,369.0,283,1
HQ03339,6.0,12.0,PERSONAL WORK,NONE,NO,EL,1,219.0,369.0,283,1
HQ03339,5.0,6.0,PERSONAL,NONE,NO,EL,2,210.0,289.0,283,1
HQ03339,6.0,6.0,FATHERS CEREMONY,NONE,NO,EL,1,275.0,421.0,283,1
HQ03339,6.0,7.0,PERSONAL WORK,NONE,NO,EL,1,217.0,341.0,283,1
HQ03339,3.0,9.0,MEDICAL,NONE,NO,CMC,3,226.0,417.0,283,1
HQ03339,6.0,12.0,PERSONAL,NONE,NO,EL,1,203.0,279.0,283,1
HQ03339,3.0,9.0,MEDICAL,NONE,NO,CMC,3,226.0,423.0,283,1
HQ03339,6.0,12.0,PERSONAL,NONE,NO,EL,1,218.0,369.0,283,1
HQ03339,2.0,1.0,PERSONAL WORK,NONE,NO,EL,2,239.0,397.0,283,1
HQ03339,4.0,5.0,VISIT TO OOTY,NONE,NO,EL,1,260.0,417.0,283,1
HQ03339,4.0,7.0,FATHERS DEATH ANNIVERSARY,NONE,NO,EL,1,238.0,393.0,283,1
HQ03339,2.0,8.0,PERSONAL,NONE,NO,EL,1,223.0,309.0,283,1
HQ03339,2.0,8.0,PERSONAL,NONE,NO,EL,1,222.0,309.0,283,1
HQ03339,6.0,2.0,PERSONAL WORK,NONE,NO,EL,3,213.0,419.0,283,1
HQ03339,6.0,2.0,PERSONAL WORK,NONE,NO,EL,2,216.0,419.0,283,1
HQ03339,5.0,10.0,PERSONAL,NONE,NO,EL,1,226.0,369.0,283,1
HQ03339,5.0,12.0,DOMESTIC WORK,NONE,NO,EL,1,212.0,333.0,283,1
HQ03339,2.0,9.0,DAUGHTER NOT WELL,NONE,NO,EL,1,227.0,319.0,283,1
HQ03339,5.0,12.0,PERSONAL WORK,NONE,NO,EL,1,211.0,333.0,283,1
HQ03339,2.0,9.0,PREPARE FOR EXAMINATION,NONE,NO,EL,1,228.0,319.0,283,1
HQ03339,2.0,10.0,VISIT NATIVE PLACE,NONE,NO,EL,2,225.0,351.0,283,1
HQ03339,2.0,10.0,PERSONAL,NONE,NO,EL,1,224.0,351.0,283,1
HQ03339,2.0,9.0,TO STUDY FOR EXAM,NONE,NO,EL,1,229.0,319.0,283,1
HQ03339,3.0,1.0,PERSONAL,NONE,NO,EL,1,228.0,309.0,283,1
HQ03339,2.0,12.0,PERSONAL WORK,NONE,NO,EL,1,204.0,409.0,283,1
HQ03339,5.0,12.0,PERSONAL WORK,NONE,NO,EL,10,179.0,245.0,283,1
HQ03339,4.0,9.0,PERSONAL,NONE,NO,EL,1,225.0,369.0,283,1
HQ03339,4.0,9.0,PERSONAL,NONE,NO,EL,1,224.0,369.0,283,1
HQ03339,6.0,12.0,PERSONAL,NONE,NO,EL,1,222.0,351.0,283,1
HQ03339,4.0,9.0,PERSONAL,NONE,NO,EL,1,223.0,369.0,283,1
HQ03339,6.0,12.0,FUNCTION AT BELGAM,NONE,NO,EL,1,221.0,351.0,283,1
HQ03339,2.0,3.0,LTC TO NER,NONE,NO,EL,5,231.0,361.0,283,1
HQ03339,2.0,3.0,LTC TO NER,NONE,NO,LE,10,0.0,361.0,283,0
HQ03339,2.0,12.0,PERSONAL,NONE,NO,EL,1,201.0,259.0,283,1
HQ03340,5.0,3.0,PERSONAL,NONE,NO,EL,5,310.0,31.0,146,1
HQ03340,4.0,6.0,PERSONAL,NONE,NO,EL,3,307.0,79.0,146,1
HQ03340,4.0,6.0,PERSONAL,NONE,NO,EL,2,305.0,79.0,146,1
HQ03340,2.0,5.0,PERSONAL WORK,NONE,NO,EL,2,310.0,41.0,146,1
HQ03340,2.0,12.0,PERSONAL,NONE,NO,EL,1,76.0,67.0,146,1
HQ03340,2.0,2.0,PERSONAL,NONE,NO,EL,3,307.0,41.0,146,1
HQ03340,4.0,2.0,MEDICAL,NONE,NO,CMC,5,312.0,41.0,146,1
HQ03340,4.0,1.0,PERSONAL,NONE,NO,EL,4,32.0,27.0,146,1
HQ03340,5.0,6.0,PERSONAL,NONE,NO,EL,2,300.0,25.0,146,1
HQ03340,4.0,5.0,MEDICAL,NONE,NO,CMC,10,307.0,21.0,146,1
HQ03340,4.0,5.0,PERSONAL,NONE,NO,EL,3,307.0,41.0,146,1
HQ03340,3.0,5.0,MEDICAL,NONE,NO,CMC,2,307.0,115.0,146,1
HQ03340,6.0,10.0,PERSOANL,NONE,NO,EL,1,312.0,65.0,146,1
HQ03340,2.0,9.0,UN WELL,NONE,NO,CMC,2,125.0,103.0,146,1
HQ03340,3.0,4.0,NOT WELL,NONE,NO,CMC,2,307.0,119.0,146,1
HQ03340,3.0,5.0,PERSONAL,NONE,NO,CMC,25,194.0,63.0,146,1
HQ03340,6.0,4.0,PERSONAL,NONE,NO,EL,3,236.0,87.0,146,1
HQ03340,6.0,10.0,PERSONAL WORK,NONE,NO,EL,1,57.0,47.0,146,1
HQ03340,2.0,11.0,PERSONAL,NONE,NO,EL,3,203.0,73.0,146,1
HQ03340,4.0,2.0,PERSONAL,NONE,NO,EL,2,307.0,123.0,146,1
HQ03340,7.0,10.0,PERSONAL,NONE,NO,EL,1,97.0,87.0,146,1
HQ03340,5.0,7.0,MEDICAL,NONE,NO,CMC,10,296.0,9.0,146,1
HQ03340,5.0,1.0,PERSONAL,NONE,NO,EL,2,264.0,105.0,146,1
HQ03340,5.0,1.0,NOT WELL,NONE,NO,CMC,4,264.0,97.0,146,1
HQ03340,5.0,1.0,NOT WELL,NONE,NO,CMC,2,264.0,93.0,146,1
HQ03340,2.0,6.0,PERSONAL,NONE,NO,EL,2,234.0,87.0,146,1
HQ03340,5.0,11.0,PERSONAL,NONE,NO,EL,2,266.0,105.0,146,1
HQ03340,2.0,7.0,MEDICAL,NONE,NO,CMC,5,218.0,63.0,146,1
HQ03340,4.0,1.0,MEDICAL,NONE,NO,CMC,17,309.0,69.0,146,1
HQ03340,3.0,4.0,PERSONAL WORK,NONE,NO,EL,2,89.0,77.0,146,1
HQ03340,5.0,12.0,BROTHER'S MARRIAGE,NONE,NO,EL,2,54.0,47.0,146,1
HQ03340,4.0,8.0,PERSONAL,NONE,NO,EL,3,228.0,73.0,146,1
HQ03340,4.0,7.0,PERSONAL,NONE,NO,EL,3,36.0,27.0,146,1
HQ03340,6.0,6.0,PERSONAL,NONE,NO,EL,2,305.0,21.0,146,1
HQ03340,3.0,9.0,PERSONAL WORK,NONE,NO,EL,1,58.0,47.0,146,1
HQ03340,5.0,8.0,PERSONAL,NONE,NO,EL,2,313.0,83.0,146,1
HQ03340,5.0,10.0,PERSONAL,NONE,NO,EL,3,244.0,93.0,146,1
HQ03340,4.0,1.0,LTC TO API,NONE,NO,EL,9,234.0,77.0,146,1
HQ03340,4.0,12.0,PERSONAL,NONE,NO,EL,3,149.0,115.0,146,1
HQ03340,4.0,12.0,MEDICAL,NONE,NO,CMC,16,149.0,83.0,146,1
HQ03340,3.0,7.0,PERSONAL,NONE,NO,EL,2,268.0,105.0,146,1
HQ03340,6.0,6.0,MEDICAL,NONE,NO,CMC,3,305.0,73.0,146,1
HQ03340,4.0,5.0,NIL,NONE,NO,CMC,11,307.0,93.0,146,1
HQ03340,4.0,4.0,PERSONAL,NONE,NO,EL,4,306.0,31.0,146,1
HQ03340,4.0,4.0,PERSONAL,NONE,NO,EL,4,302.0,31.0,146,1
HQ03340,4.0,4.0,MEDICAL,NONE,NO,CMC,3,302.0,25.0,146,1
HQ03340,5.0,12.0,PERSONAL,NONE,NO,EL,2,313.0,103.0,146,1
HQ03340,6.0,11.0,PERSONAL,NONE,NO,EL,2,310.0,41.0,146,1
HQ03340,6.0,11.0,MEDICAL,NONE,NO,CMC,12,312.0,41.0,146,1
HQ03340,3.0,7.0,NOT WELL,NONE,NO,EL,2,216.0,63.0,146,1
HQ03340,4.0,10.0,LTC,NONE,NO,EL,3,77.0,67.0,146,1
HQ03340,5.0,5.0,NOT WELL,NONE,NO,CMC,5,218.0,73.0,146,1
HQ03340,5.0,6.0,PERSONAL,NONE,NO,EL,3,83.0,77.0,146,1
HQ03340,7.0,12.0,PERSONAL WORK,NONE,NO,EL,2,311.0,103.0,146,1
HQ03340,7.0,12.0,PERSONAL WORK,NONE,NO,EL,2,309.0,103.0,146,1
HQ03340,3.0,11.0,MEDICAL,NONE,NO,CMC,4,244.0,85.0,146,1
HQ03340,3.0,12.0,PERSONAL,NONE,NO,EL,4,240.0,85.0,146,1
HQ03340,4.0,7.0,SPOUSE'S ILLNESS,NONE,NO,EL,3,44.0,37.0,146,1
HQ03340,6.0,6.0,PERSONAL,NONE,NO,EL,3,191.0,63.0,146,1
HQ03340,5.0,2.0,MEDICAL,NONE,NO,CMC,3,315.0,31.0,146,1
HQ03340,6.0,1.0,PERSONAL,NONE,NO,EL,3,312.0,51.0,146,0
HQ03340,3.0,9.0,PERSONAL,NONE,NO,EL,2,247.0,97.0,146,1
HQ03340,5.0,10.0,PERSONAL WORK,NONE,NO,EL,1,56.0,47.0,146,1
HQ03340,7.0,10.0,PERSONALO,NONE,NO,EL,2,95.0,87.0,146,1
HQ03340,3.0,2.0,PERSONAL,NONE,NO,EL,3,309.0,51.0,146,1
HQ03340,4.0,5.0,PERSONAL,NONE,NO,EL,5,310.0,79.0,146,1
HQ03340,3.0,9.0,MEDICAL,NONE,NO,CMC,2,247.0,93.0,146,1
HQ03340,4.0,11.0,VISIT TO MALAYSIA,NONE,NO,EL,12,303.0,31.0,146,1
HQ03340,3.0,3.0,PERSONAL,NONE,NO,EL,3,137.0,105.0,146,1
HQ03340,4.0,11.0,MEDICAL,NONE,NO,CMC,2,303.0,27.0,146,1
HQ03340,6.0,5.0,TO GO TO HOME TOWN,NONE,NO,EL,3,86.0,77.0,146,1
HQ03340,3.0,1.0,NOT WELL,NONE,NO,CMC,4,140.0,105.0,146,1
HQ03340,5.0,8.0,MEDICAL,NONE,NO,CMC,9,313.0,65.0,146,1
HQ03340,5.0,12.0,PERSONAL WORK,NONE,NO,EL,3,50.0,47.0,146,1
HQ03340,5.0,12.0,PERSONAL WORK,NONE,NO,EL,1,53.0,47.0,146,1
HQ03340,3.0,10.0,NOT WELL,NONE,NO,CMC,3,228.0,67.0,146,1
HQ03341,3.0,1.0,MEDICAL GROUNDS,NONE,NO,CMC,92,217.0,19.0,72,1
HQ03341,2.0,12.0,PERSONAL,NONE,NO,EL,2,262.0,59.0,72,1
HQ03341,5.0,10.0,NOT WELL (OUT OF STATION),NONE,NO,EL,3,174.0,51.0,72,1
HQ03341,2.0,12.0,PERSONAL WORK,NONE,NO,EL,2,260.0,59.0,72,1
HQ03341,5.0,4.0,NOT WELL,NONE,NO,EL,6,177.0,1.0,72,1
HQ03341,2.0,1.0,PERSONAL WORK,NONE,NO,EL,3,257.0,59.0,72,1
HQ03341,6.0,3.0,NOT WELL,NONE,NO,EL,30,183.0,1.0,72,1
HQ03341,5.0,7.0,MEDICAL GROUNDS,NONE,NO,EMC,132,0.0,1.0,72,1
HQ03341,5.0,10.0,NOT WELL,NONE,NO,CMC,21,174.0,9.0,72,1
HQ03341,5.0,10.0,NOT WELL,NONE,NO,EL,26,148.0,9.0,72,1
HQ03341,3.0,8.0,PERSONAL,NONE,NO,EL,3,284.0,79.0,72,1
HQ03341,5.0,6.0,PERSONAL,NONE,NO,EL,5,227.0,29.0,72,1
HQ03341,6.0,6.0,NOT WELL,NONE,NO,EL,16,157.0,1.0,72,1
HQ03341,4.0,12.0,MEDICAL GROUNDS,NONE,NO,CMC,39,290.0,11.0,72,1
HQ03341,4.0,12.0,MEDICAL GROUNDS,NONE,NO,EL,23,267.0,11.0,72,1
HQ03341,5.0,12.0,PERSONAL WORK,NONE,NO,EL,4,275.0,79.0,72,1
HQ03341,6.0,11.0,PERSONAL WORK,NONE,NO,EL,3,239.0,39.0,72,1
HQ03341,3.0,7.0,MEDICAL GROUNDS,NONE,NO,EMC,24,0.0,1.0,72,1
HQ03341,6.0,4.0,PERSONAL,NONE,NO,EL,12,0.0,19.0,72,1
HQ03341,6.0,4.0,MEDICAL GROUNDS,NONE,NO,CMC,9,0.0,1.0,72,1
HQ03341,2.0,4.0,PERSONAL WORK,NONE,NO,EL,5,202.0,193.0,72,1
HQ03341,4.0,11.0,PERSONAL,NONE,NO,EL,5,264.0,59.0,72,1
HQ03341,3.0,10.0,UNWELL,NONE,NO,EL,11,156.0,11.0,72,1
HQ03341,2.0,7.0,PERSONAL,NONE,NO,EL,5,189.0,41.0,72,1
HQ03341,2.0,7.0,BIL MARRIAGE,NONE,NO,EL,15,174.0,41.0,72,1
HQ03341,2.0,7.0,PERSONAL WORK,NONE,NO,EL,5,169.0,41.0,72,1
HQ03341,2.0,7.0,SISTERS MARRIAGE,NONE,NO,EL,7,162.0,41.0,72,1
HQ03341,2.0,4.0,CATRAT OPERATION,NONE,NO,EL,4,167.0,21.0,72,1
HQ03341,6.0,9.0,PERSONAL,NONE,NO,EL,5,167.0,11.0,72,1
HQ03341,3.0,8.0,MEDICAL GROUNDS,NONE,NO,EMC,18,3.0,11.0,72,1
HQ03341,3.0,12.0,PERSONAL,NONE,NO,EL,12,136.0,9.0,72,1
HQ03341,3.0,6.0,PERSONAL,NONE,NO,EL,3,194.0,41.0,72,1
HQ03341,3.0,2.0,MEDICAL GROUNDS,NONE,NO,EL,139,12.0,19.0,72,1
HQ03341,7.0,10.0,PERSONAL,NONE,NO,EL,3,281.0,79.0,72,1
HQ03341,7.0,10.0,PERSONAL,NONE,NO,EL,2,279.0,79.0,72,1
HQ03341,3.0,1.0,MEDICAL GROUNDS,NONE,NO,CMC,5,267.0,1.0,72,1
HQ03341,6.0,6.0,PERSONAL,NONE,NO,EL,4,173.0,1.0,72,1
HQ03341,3.0,1.0,MEDICAL GROUNDS,NONE,NO,EL,54,213.0,1.0,72,1
HQ03342,4.0,6.0,PERSONAL WORK,NONE,NO,EL,3,230.0,265.0,66,1
HQ03342,4.0,1.0,PERSONAL,NONE,NO,EL,2,265.0,295.0,66,1
HQ03342,6.0,7.0,DOMESTIC WORK,NONE,NO,EL,5,199.0,225.0,66,1
HQ03342,6.0,5.0,PERSONAL,NONE,NO,EL,2,239.0,275.0,66,1
HQ03342,3.0,6.0,PERSONAL,NONE,NO,EL,3,312.0,395.0,66,1
HQ03342,6.0,3.0,TO GO TO THIRUPATHI,NONE,NO,EL,2,218.0,255.0,66,1
HQ03342,3.0,9.0,PERSONAL,NONE,NO,EL,2,228.0,265.0,66,1
HQ03342,2.0,4.0,DOMESTIC WORK,NONE,NO,EL,2,189.0,215.0,66,1
HQ03342,2.0,11.0,PERSONAL WORK,NONE,NO,EL,5,275.0,305.0,66,1
HQ03342,3.0,6.0,PERSONAL,NONE,NO,EL,2,313.0,355.0,66,1
HQ03342,4.0,6.0,PERSONAL,NONE,NO,EL,2,237.0,275.0,66,1
HQ03342,6.0,3.0,SICK,NONE,NO,CMC,18,308.0,374.0,66,1
HQ03342,6.0,3.0,PERSONAL,NONE,NO,EL,3,305.0,374.0,66,1
HQ03342,3.0,12.0,LTC TO API,NONE,NO,EL,5,310.0,385.0,66,1
HQ03342,3.0,7.0,PERSONAL,NONE,NO,EL,2,190.0,235.0,66,1
HQ03342,2.0,6.0,DAUGHTER'S MARRIAGE,NONE,NO,EL,12,196.0,235.0,66,1
HQ03342,2.0,5.0,PERSONAL,NONE,NO,EL,2,210.0,235.0,66,1
HQ03342,2.0,1.0,DOMESTIC,NONE,NO,EL,2,197.0,225.0,66,1
HQ03342,3.0,9.0,PERSONAL,NONE,NO,EL,3,312.0,405.0,66,1
HQ03342,6.0,10.0,PERSONAL WORK,NONE,NO,EL,2,303.0,325.0,66,1
HQ03342,4.0,6.0,PERSONAL,NONE,NO,EL,2,208.0,235.0,66,1
HQ03342,4.0,6.0,PERSONAL,NONE,NO,EL,4,192.0,235.0,66,1
HQ03342,5.0,1.0,PERSONAL,NONE,NO,EL,2,241.0,275.0,66,1
HQ03343,6.0,7.0,MEDICAL,NONE,NO,CMC,8,263.0,111.0,56,1
HQ03343,6.0,7.0,MEDICAL,NONE,NO,CMC,2,263.0,107.0,56,1
HQ03343,3.0,11.0,PERSONAL WORK,NONE,NO,EL,1,227.0,225.0,56,1
HQ03343,6.0,7.0,TO GO TO NATIVE PLACE,NONE,NO,EL,3,176.0,173.0,56,1
HQ03343,2.0,12.0,PERSONAL WORK,NONE,NO,EL,3,202.0,205.0,56,1
HQ03343,5.0,6.0,MEDICAL GROUNDS,NONE,NO,CMC,2,211.0,209.0,56,1
HQ03343,5.0,12.0,SELF SICK,NONE,NO,EL,8,219.0,225.0,56,1
HQ03343,6.0,12.0,PERSONAL WORK,NONE,NO,EL,1,184.0,193.0,56,1
HQ03343,5.0,1.0,UNDER WENT OPEN HEART SURGERY,NONE,NO,CMC,41,219.0,113.0,56,1
HQ03343,2.0,4.0,DOMESTIC WORK,NONE,NO,EL,2,164.0,163.0,56,1
HQ03343,5.0,12.0,PERSONAL,NONE,NO,EL,1,186.0,193.0,56,1
HQ03343,4.0,1.0,SICK,NONE,NO,EL,1,198.0,203.0,56,1
HQ03343,7.0,2.0,MEDICAL,NONE,NO,CMC,2,263.0,127.0,56,1
HQ03343,2.0,12.0,RELATION'S MARRIAGE,NONE,NO,EL,1,185.0,193.0,56,1
HQ03343,3.0,10.0,NOT WELL,NONE,NO,CMC,2,205.0,205.0,56,1
HQ03343,2.0,11.0,PERSONAL WORK,NONE,NO,EL,1,248.0,129.0,56,1
HQ03343,4.0,6.0,PERSONAL,NONE,NO,EL,2,206.0,209.0,56,1
HQ03343,2.0,5.0,VISIT TO THIRUPATHI,NONE,NO,EL,2,179.0,183.0,56,1
HQ03343,6.0,3.0,PERSONAL WORK,NONE,NO,EL,2,196.0,203.0,56,1
HQ03343,4.0,10.0,PERSONAL,NONE,NO,CMC,2,249.0,129.0,56,1
HQ03343,2.0,1.0,BACK PAIN,NONE,NO,EL,2,166.0,173.0,56,1
HQ03343,2.0,1.0,URGENT DOMESTIC WORK,NONE,NO,EL,2,168.0,173.0,56,1
HQ03343,2.0,1.0,MOTHER'S DEATH ANNIVERSARY,NONE,NO,EL,2,174.0,173.0,56,1
HQ03343,2.0,1.0,BROTHER'S HOUSE FUNCTION,NONE,NO,EL,2,172.0,173.0,56,1
HQ03343,2.0,1.0,PERSONAL,NONE,NO,EL,2,170.0,173.0,56,1
HQ03343,5.0,1.0,MEDICAL,NONE,NO,CMC,4,263.0,131.0,56,1
HQ03343,3.0,8.0,PERSONAL,NONE,NO,EL,1,205.0,209.0,56,1
HQ03343,6.0,5.0,PERSONAL,NONE,NO,EL,3,208.0,209.0,56,1
HQ03343,5.0,7.0,NIECE MARRIAGE,NONE,NO,EL,5,174.0,183.0,56,1
HQ03343,2.0,12.0,MEDICAL GROUNDS,NONE,NO,CMC,15,219.0,195.0,56,1
HQ03343,2.0,4.0,AVAILING LTC,NONE,NO,EL,4,213.0,215.0,56,1
HQ03343,4.0,6.0,PERSONAL,NONE,NO,EL,2,172.0,183.0,56,1
HQ03344,5.0,4.0,LTC TO API,NONE,NO,EL,2,297.0,113.0,307,1
HQ03344,5.0,4.0,NOT WELL,NONE,NO,CMC,2,299.0,113.0,307,1
HQ03344,6.0,11.0,LTC TO API,NONE,NO,EL,2,312.0,155.0,307,1
HQ03344,3.0,10.0,NOT WELL,NONE,NO,CMC,3,209.0,75.0,307,1
HQ03344,2.0,7.0,NOT WELL,NONE,NO,CMC,3,303.0,197.0,307,1
HQ03344,2.0,7.0,NOT WELL,NONE,NO,CMC,2,303.0,193.0,307,1
HQ03344,5.0,7.0,UNCLE EXPIRED,NONE,NO,EL,2,94.0,25.0,307,1
HQ03344,4.0,4.0,NOT WELL,NONE,NO,CMC,2,300.0,145.0,307,1
HQ03344,2.0,7.0,NOT WELL,NONE,NO,CMC,2,303.0,189.0,307,1
HQ03344,2.0,7.0,NOT WELL,NONE,NO,CMC,3,303.0,179.0,307,1
HQ03344,2.0,7.0,NOT WELL,NONE,NO,CMC,2,303.0,185.0,307,1
HQ03344,4.0,3.0,PERSONAL,NONE,NO,EL,1,117.0,15.0,307,1
HQ03344,2.0,12.0,PERSONAL WORK,NONE,NO,EL,3,103.0,1.0,307,1
HQ03344,6.0,12.0,NOT WELL,NONE,NO,EL,2,143.0,33.0,307,1
HQ03344,6.0,3.0,PERSONALWORK,NONE,NO,EL,2,109.0,31.0,307,1
HQ03344,6.0,6.0,LTC TO HT,NONE,NO,EL,2,309.0,133.0,307,1
HQ03344,5.0,12.0,URGENT DOMESTIC WORK,NONE,NO,EL,2,114.0,67.0,307,1
HQ03344,6.0,5.0,PERSONAL,NONE,NO,EL,2,113.0,11.0,307,1
HQ03344,2.0,1.0,PERSONAL WORK,NONE,NO,EL,2,286.0,107.0,307,1
HQ03344,4.0,11.0,DOMESTIC WORK,NONE,NO,EL,2,307.0,139.0,307,1
HQ03344,4.0,11.0,DOMESTIC WORK,NONE,NO,EL,2,305.0,139.0,307,1
HQ03344,2.0,7.0,PERSONAL,NONE,NO,EL,2,113.0,11.0,307,1
HQ03344,6.0,9.0,PERSONAL,NONE,NO,EL,1,124.0,17.0,307,1
HQ03344,6.0,9.0,MEDICALCHECKUP,NONE,NO,EL,2,107.0,35.0,307,1
HQ03344,5.0,10.0,NOT FEELING WELL,NONE,NO,CMC,2,288.0,111.0,307,1
HQ03344,6.0,3.0,PERSONAL,NONE,NO,EL,2,115.0,11.0,307,1
HQ03344,6.0,9.0,MEDICAL GROUNDS,NONE,NO,CMC,2,107.0,31.0,307,1
HQ03344,5.0,6.0,NOT WELL,NONE,NO,CMC,2,300.0,137.0,307,1
HQ03344,2.0,8.0,DOMESTIC WORK,NONE,NO,EL,2,313.0,201.0,307,1
HQ03344,2.0,8.0,NOT WELL,NONE,NO,CMC,2,313.0,197.0,307,1
HQ03344,4.0,6.0,PERSONAL WORK,NONE,NO,EL,3,103.0,31.0,307,1
HQ03344,5.0,6.0,PERSONAL,NONE,NO,EL,2,150.0,35.0,307,1
HQ03344,2.0,9.0,PERSONAL,NONE,NO,EL,3,125.0,17.0,307,1
HQ03344,4.0,9.0,MOTHER DEATH CEREMONY,NONE,NO,EL,2,305.0,147.0,307,1
HQ03344,4.0,9.0,DOMESTIC WORK,NONE,NO,EL,2,307.0,147.0,307,1
HQ03344,4.0,9.0,DOMESTIC WORK,NONE,NO,EL,2,296.0,137.0,307,0
HQ03344,2.0,5.0,DOMESTIC WORK,NONE,NO,EL,2,311.0,133.0,307,1
HQ03344,3.0,12.0,KNEE PAIN,NONE,NO,EL,2,99.0,31.0,307,1
HQ03344,4.0,5.0,LTC,NONE,NO,EL,4,102.0,31.0,307,1
HQ03344,3.0,12.0,MEDICAL GROUNDS,NONE,NO,CMC,2,99.0,27.0,307,1
HQ03344,3.0,12.0,DOMESTIC WORK,NONE,NO,EL,2,295.0,155.0,307,1
HQ03344,3.0,12.0,DOMESTIC WORK,NONE,NO,EL,2,300.0,155.0,307,1
HQ03344,3.0,12.0,MOTHERS DEATH DAY,NONE,NO,EL,2,298.0,155.0,307,1
HQ03344,4.0,6.0,DOMESTIC WORK,NONE,NO,EL,2,298.0,137.0,307,1
HQ03344,3.0,12.0,FATHER MEDICAL CHECKUP,NONE,NO,EL,1,297.0,155.0,307,1
